Code,Title,Genre,MPAA,Country,Language,Rating_User,Rating_Count,Release_Date,Budget,Sales_Opening,Sales_Gross
tt0365907,A Walk Among the Tombstones,"('Crime', 'Drama', 'Mystery', 'Thriller')",,USA,ENGLISH,6.5,101404,2014-09-19,28.0,12.75878,26.3076
tt0435651,The Giver,"('Drama', 'Romance', 'Sci-Fi')",PG-13,SOUTH AFRICA,ENGLISH,6.5,102007,2014-08-15,25.0,12.305016,45.089048
tt0443465,Before We Go,"('Comedy', 'Drama', 'Romance')",PG-13,USA,ENGLISH,6.8,41004,2015-07-21,,0.003225,0.037047
tt0455944,The Equalizer,"('Action', 'Crime', 'Thriller')",,USA,ENGLISH,7.2,281433,2014-09-26,55.0,34.137828,101.530738
tt0458413,A Long Way Down,"('Comedy', 'Drama')",,UK,ENGLISH,6.4,28507,2014-06-05,12.0,0.001426,0.013093
tt0458481,Sin City: A Dame to Kill For,"('Crime', 'Thriller')",,USA,ENGLISH,6.5,134921,2014-08-22,65.0,6.317683,13.757804
tt0464054,House at the End of the Drive,"('Horror', 'Thriller')",,USA,ENGLISH,6.5,327,2014-01-11,1.4,,
tt0470752,Ex Machina,"('Drama', 'Mystery', 'Sci-Fi', 'Thriller')",,UK,ENGLISH,7.7,398933,2015-04-24,15.0,0.25,25.442958
tt0498351,The Hero of Color City,"('Animation', 'Family')",UNRATED,USA,ENGLISH,4.0,405,2014-10-09,,0.02426,0.031826
tt0787474,The Boxtrolls,"('Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy')",,USA,ENGLISH,6.8,49116,2014-09-26,60.0,17.275239,50.837305
tt0816692,Interstellar,"('Adventure', 'Drama', 'Sci-Fi')",PG-13,USA,ENGLISH,8.6,1215894,2014-11-07,165.0,47.51036,188.020017
tt0829150,Dracula Untold,"('Action', 'Drama', 'Fantasy', 'Horror', 'War')",PG-13,USA,ENGLISH,6.3,159855,2014-10-10,70.0,23.514615,56.280355
tt0831387,Godzilla,"('Action', 'Adventure', 'Sci-Fi', 'Thriller')",PG-13,USA,ENGLISH,6.4,336965,2014-05-16,160.0,93.205,200.676069
tt0835775,Electric Slide,"('Action', 'Biography', 'Crime', 'Drama', 'Thriller')",,USA,ENGLISH,4.7,664,2015-04-03,3.0,,
tt0864835,Mr. Peabody & Sherman,"('Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi')",,USA,ENGLISH,6.8,55370,2014-03-07,145.0,32.207057,111.50643
tt0903657,Love & Mercy,"('Biography', 'Drama', 'Music')",PG-13,USA,ENGLISH,7.4,30934,2015-06-19,10.0,2.122177,12.547189
tt0910885,A Merry Friggin' Christmas,"('Comedy',)",,USA,ENGLISH,5.1,5038,2014-11-22,5.0,,
tt0959306,Reach Me,"('Comedy', 'Crime', 'Drama')",PG-13,USA,ENGLISH,4.9,2191,2014-11-21,5.0,,
tt1015471,The Sisterhood of Night,"('Drama', 'Mystery', 'Thriller')",PG-13,USA,ENGLISH,6.3,1802,2014-10-18,1.0,0.005577,
tt1020072,Selma,"('Biography', 'Drama', 'History')",PG-13,UK,ENGLISH,7.5,74851,2015-01-09,20.0,0.633173,52.076908
tt1043726,The Legend of Hercules,"('Action', 'Adventure', 'Fantasy')",PG-13,USA,ENGLISH,4.2,49384,2014-01-10,70.0,8.6,18.848538
tt1065073,Boyhood,"('Drama',)",,USA,ENGLISH,7.9,307771,2014-08-15,4.0,0.387618,25.379975
tt1085492,The Prince,"('Action', 'Thriller')",,USA,ENGLISH,4.6,15334,2014-08-22,18.0,,
tt1086772,Blended,"('Comedy', 'Romance')",PG-13,USA,ENGLISH,6.5,102458,2014-05-23,40.0,18.185,46.29461
tt1100089,Foxcatcher,"('Biography', 'Drama', 'Sport')",,USA,ENGLISH,7.0,122769,2015-01-16,24.0,0.474,12.0963
tt1109624,Paddington,"('Adventure', 'Comedy', 'Family', 'Fantasy')",,UK,ENGLISH,7.2,76593,2015-01-16,55.0,25.205,76.223578
tt1121096,Seventh Son,"('Action', 'Adventure', 'Fantasy')",PG-13,USA,ENGLISH,5.5,64757,2015-02-06,95.0,7.21764,17.223265
tt1126590,Big Eyes,"('Biography', 'Crime', 'Drama', 'Romance')",PG-13,USA,ENGLISH,7.0,73450,2014-12-25,10.0,2.610026,14.479776
tt1134666,Dwegons and Leprechauns,"('Animation',)",,USA,ENGLISH,4.3,77,2014-11-14,20.0,,
tt1147681,After,"('Drama', 'Mystery')",,USA,ENGLISH,4.8,127,2014-08-08,,,
tt1179031,Cold in July,"('Crime', 'Thriller')",,USA,ENGLISH,6.8,30805,2014-12-31,,0.065,0.414623
tt1198156,You're Not You,"('Drama',)",,USA,ENGLISH,7.4,21146,2014-11-26,,,
tt1204977,Ouija,"('Horror', 'Thriller')",PG-13,JAPAN,ENGLISH,4.5,42297,2014-10-24,5.0,19.9,50.85601
tt1205537,Jack Ryan: Shadow Recruit,"('Action', 'Drama', 'Thriller')",PG-13,USA,ENGLISH,6.2,111042,2014-01-17,60.0,17.2,50.577412
tt1212054,16 Stones,"('Adventure',)",,USA,ENGLISH,5.0,57,2014-10-01,,,
tt1216491,Kill the Messenger,"('Biography', 'Crime', 'Drama', 'Mystery', 'Thriller')",,USA,ENGLISH,7.0,39401,2014-10-09,,0.941809,2.450846
tt1234721,RoboCop,"('Action', 'Crime', 'Sci-Fi', 'Thriller')",PG-13,USA,ENGLISH,6.2,201053,2014-02-12,100.0,25.061581,58.607007
tt1241226,Locker 13,"('Thriller',)",,USA,ENGLISH,4.6,288,2014-03-28,0.3,0.002468,0.002468
tt1247690,Serena,"('Drama', 'History', 'Romance')",,CZECH REPUBLIC,ENGLISH,5.4,22666,2015-02-26,30.0,0.10009,0.176305
tt1253863,300: Rise of an Empire,"('Action', 'Fantasy', 'War')",,USA,ENGLISH,6.2,254473,2014-03-07,110.0,45.03846,106.580051
tt1267297,Hercules,"('Action', 'Adventure', 'Fantasy')",PG-13,USA,ENGLISH,6.0,132846,2014-07-25,100.0,29.0,72.688614
tt1270087,Behind the Door,"('Horror', 'Mystery', 'Thriller')",UNRATED,USA,ENGLISH,5.7,40,2014-11-25,0.25,,
tt1270114,Saints and Soldiers: The Void,"('Action', 'Drama', 'War')",PG-13,USA,ENGLISH,5.2,1966,2014-08-15,,,
tt1274586,Dying of the Light,"('Drama', 'Thriller')",,BAHAMAS,ENGLISH,4.4,8518,2014-12-05,5.0,,
tt1291150,Teenage Mutant Ninja Turtles,"('Action', 'Adventure', 'Comedy', 'Sci-Fi')",PG-13,USA,ENGLISH,5.8,188537,2014-08-08,125.0,65.575105,191.204754
tt1294970,The Angriest Man in Brooklyn,"('Comedy', 'Drama')",,USA,ENGLISH,5.7,19119,2014-05-23,,,
tt1327601,Something Wicked,"('Drama', 'Horror', 'Mystery', 'Thriller')",,USA,ENGLISH,4.8,1193,2014-04-11,3.0,,
tt1355630,If I Stay,"('Drama', 'Fantasy', 'Music', 'Romance')",PG-13,USA,ENGLISH,6.8,102955,2014-08-22,11.0,15.67919,50.474843
tt1361318,Good People,"('Action', 'Crime', 'Thriller')",,USA,ENGLISH,5.5,13692,2015-08-21,,,
tt1371150,This Is Where I Leave You,"('Comedy', 'Drama')",,USA,ENGLISH,6.6,63268,2014-09-19,19.8,11.558149,34.290142
tt1384925,Ardor,"('Drama', 'Western')",,ARGENTINA,SPANISH,5.1,669,,,,
tt1385543,Haunted,"('Horror', 'Thriller')",,USA,ENGLISH,4.7,2030,2014-03-04,,,
tt1396523,Revenge of the Green Dragons,"('Action', 'Crime', 'Drama')",,HONG KONG,ENGLISH,5.3,3337,2014-09-11,5.0,,
tt1403241,Wolves,"('Action', 'Fantasy', 'Horror', 'Thriller')",,FRANCE,ENGLISH,5.3,6962,2014-08-28,18.0,,
tt1403862,Sinbad: The Fifth Voyage,"('Action', 'Adventure', 'Fantasy')",PG-13,USA,ENGLISH,5.3,4508,2014-02-07,,,
tt1408253,Ride Along,"('Action', 'Comedy', 'Crime')",PG-13,USA,ENGLISH,6.2,90814,2014-01-17,25.0,41.237,134.9382
tt1418377,"I, Frankenstein","('Action', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller')",PG-13,USA,ENGLISH,5.1,73351,2014-01-24,65.0,8.610441,19.07529
tt1418754,John Doe: Vigilante,"('Crime', 'Thriller')",,AUSTRALIA,ENGLISH,6.6,7761,2014-03-21,,,
tt1430612,Brick Mansions,"('Action', 'Crime', 'Sci-Fi', 'Thriller')",PG-13,FRANCE,ENGLISH,5.7,36553,2014-04-25,28.0,9.516855,20.285518
tt1441953,Testament of Youth,"('Biography', 'Drama', 'History', 'War')",PG-13,UK,ENGLISH,7.3,21920,2015-01-16,,0.053,1.82203
tt1445208,The Letters,"('Drama',)",,USA,ENGLISH,6.1,833,2015-12-04,20.0,0.700683,1.646574
tt1456606,"Rio, I Love You","('Comedy', 'Drama', 'Fantasy', 'Romance')",,BRAZIL,PORTUGUESE,5.2,1532,2014-09-11,,,
tt1460798,Henry & Me,"('Animation', 'Family')",,USA,ENGLISH,6.1,128,2016-08-09,10.0,,
tt1490017,The Lego Movie,"('Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy')",,AUSTRALIA,ENGLISH,7.8,290148,2014-02-07,60.0,69.050279,257.760692
tt1494819,The End of Something,"('Comedy', 'Drama')",UNRATED,USA,ENGLISH,5.9,7,2014-12-26,,,
tt1528100,Exodus: Gods and Kings,"('Action', 'Adventure', 'Drama', 'Fantasy')",PG-13,UK,ENGLISH,6.0,147016,2014-12-12,140.0,24.115934,65.014513
tt1554921,Born of War,"('Action', 'Drama', 'Thriller', 'War')",,UK,ENGLISH,4.3,318,2014-02-01,1.0,,
tt1562899,Jinn,"('Thriller',)",PG-13,USA,ENGLISH,4.2,4142,2014-04-14,,0.149337,0.149337
tt1567437,The Voices,"('Comedy', 'Crime', 'Horror', 'Thriller')",,USA,ENGLISH,6.4,45962,2015-02-06,,,
tt1568343,The Humbling,"('Comedy', 'Drama', 'Romance')",,USA,ENGLISH,5.6,5669,2015-01-23,2.0,,
tt1571249,The Skeleton Twins,"('Comedy', 'Drama', 'Romance')",,USA,ENGLISH,6.8,35879,2014-09-11,,0.380691,5.283379
tt1584918,Murder101,"('Thriller',)",UNRATED,USA,ENGLISH,4.5,34,2014-06-10,1.5,,
tt1587310,Maleficent,"('Action', 'Adventure', 'Family', 'Fantasy', 'Romance')",,USA,ENGLISH,7.0,292737,2014-05-30,180.0,69.431298,241.410378
tt1587685,Katherine of Alexandria,"('Biography', 'History')",,UK,ENGLISH,3.7,325,2014-08-12,,,
tt1596345,Pawn Sacrifice,"('Biography', 'Drama', 'Sport', 'Thriller')",PG-13,USA,ENGLISH,7.0,32967,2015-09-25,19.0,0.202053,2.436062
tt1597070,Cry Now,"('Romance',)",,USA,ENGLISH,5.5,63,2014-07-26,,,
