Code,Title,Genre,MPAA,Country,Language,Rating_User,Rating_Count,Release_Date,Budget,Sales_Opening,Sales_Gross
tt0369610,Jurassic World,"('Action', 'Adventure', 'Sci-Fi')",PG-13,USA,ENGLISH,7.0,515814,2015-06-12,150.0,208.80627,652.270625
tt0420293,The Stanford Prison Experiment,"('Biography', 'Drama', 'History', 'Thriller')",,USA,ENGLISH,6.9,30143,2015-07-17,,0.037514,0.643557
tt0462335,High-Rise,"('Drama',)",,UK,ENGLISH,5.6,31851,2016-04-28,,0.079887,0.343139
tt0478970,Ant-Man,"('Action', 'Adventure', 'Comedy', 'Crime', 'Sci-Fi')",PG-13,USA,ENGLISH,7.3,452448,2015-07-17,130.0,57.225526,180.202163
tt0787524,The Man Who Knew Infinity,"('Biography', 'Drama')",PG-13,UK,ENGLISH,7.2,40117,2016-04-29,10.0,0.080325,3.866794
tt0790770,Miles Ahead,"('Biography', 'Drama', 'Music', 'Romance')",,USA,ENGLISH,6.4,8090,2016-04-22,,0.11453,2.610719
tt0810819,The Danish Girl,"('Biography', 'Drama', 'History', 'Romance')",,UK,ENGLISH,7.1,136494,2016-01-22,15.0,0.187318,12.706393
tt0884732,The Wedding Ringer,"('Comedy',)",,USA,ENGLISH,6.7,64943,2015-01-16,23.0,24.5,64.460211
tt1014763,Child 44,"('Crime', 'Drama', 'History', 'Thriller')",,CZECH REPUBLIC,ENGLISH,6.5,56090,2015-04-17,50.0,0.621812,1.206135
tt1018765,Our Brand Is Crisis,"('Comedy', 'Drama')",,USA,ENGLISH,6.1,18059,2015-10-30,28.0,3.238433,6.998324
tt1022871,Deer Season,"('Thriller',)",UNRATED,USA,ENGLISH,5.0,8,2015-09-24,0.15,,
tt1029360,Poltergeist,"('Horror', 'Thriller')",PG-13,USA,ENGLISH,4.9,50065,2015-05-22,35.0,22.6,47.425125
tt1051904,Goosebumps,"('Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror')",,USA,ENGLISH,6.3,66765,2015-10-16,58.0,23.618556,80.080379
tt1083452,Eddie the Eagle,"('Biography', 'Comedy', 'Drama', 'Sport')",PG-13,UK,ENGLISH,7.4,70363,2016-02-26,23.0,6.084682,15.785632
tt1105355,Growing Up Smith,"('Comedy', 'Drama', 'Family')",PG-13,USA,ENGLISH,6.8,799,2017-02-03,2.0,0.014867,0.014867
tt1135989,A Tale of Love and Darkness,"('Biography', 'Drama', 'History', 'Mystery', 'Romance', 'War')",PG-13,ISRAEL,HEBREW,6.0,2741,2016-08-19,4.0,0.03717,0.569381
tt1137470,Accidental Love,"('Comedy', 'Romance')",PG-13,USA,ENGLISH,4.1,6738,2015-02-10,26.0,,
tt1172049,Demolition,"('Comedy', 'Drama')",,USA,ENGLISH,7.0,72956,2016-04-08,10.0,1.09829,1.978592
tt1178665,A Walk in the Woods,"('Adventure', 'Biography', 'Comedy', 'Drama')",,USA,ENGLISH,6.3,21013,2015-09-02,8.0,8.4,29.467855
tt1226766,The Great Gilly Hopkins,"('Comedy', 'Drama', 'Family')",,USA,ENGLISH,6.4,3388,2016-10-07,5.0,,
tt1236254,Wind Walkers,"('Action', 'Horror', 'Thriller')",,USA,ENGLISH,3.8,222,2015-10-16,2.0,,
tt1238846,The Square Root of 2,"('Drama',)",UNRATED,USA,ENGLISH,6.9,9,2015-10-06,1.0,,
tt1239242,Frank and Cindy,"('Comedy',)",,USA,ENGLISH,6.1,489,2015-06-16,,,
tt1243974,Aloha,"('Comedy', 'Drama', 'Romance')",PG-13,USA,ENGLISH,5.4,50224,2015-05-29,37.0,9.670235,20.991497
tt1276953,Extremely Used Cars: There Is No Hope,"('Comedy', 'Crime', 'Drama')",,USA,ENGLISH,6.3,27,2015-01-30,,,
tt1291570,Solace,"('Crime', 'Drama', 'Mystery', 'Thriller')",,USA,ENGLISH,6.4,46291,2016-12-16,,,
tt1322393,Faith of Our Fathers,"('Drama',)",PG-13,USA,ENGLISH,3.5,526,2015-07-01,,0.027717,0.986472
