Code,Title,Genre,MPAA,Country,Language,Rating_User,Rating_Count,Release_Date,Budget,Sales_Opening,Sales_Gross
tt0094859,Chief Zabu,"('Comedy',)",UNRATED,USA,ENGLISH,7.8,55,2016-10-28,0.187996,,
tt0376479,American Pastoral,"('Crime', 'Drama')",,HONG KONG,ENGLISH,6.1,11870,2016-10-21,,0.149038,0.541457
tt0475290,"Hail, Caesar!","('Comedy', 'Mystery')",PG-13,UK,ENGLISH,6.3,105696,2016-02-05,22.0,11.355225,30.080225
tt0490215,Silence,"('Adventure', 'Drama', 'History')",,MEXICO,ENGLISH,7.2,79232,2017-01-13,46.0,0.13088,7.079191
tt0775440,Cell,"('Action', 'Drama', 'Horror', 'Sci-Fi', 'Thriller')",,USA,ENGLISH,4.3,20726,2016-06-10,,,
tt0803096,Warcraft,"('Action', 'Adventure', 'Fantasy')",,CHINA,ENGLISH,6.9,216714,2016-06-10,160.0,24.16611,47.36529
tt0821486,Manhattan Minutiae,"('Comedy', 'Music', 'Romance')",UNRATED,USA,ENGLISH,5.4,16,2016-05-01,0.25,,
tt0825283,Maximum Ride,"('Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Thriller')",PG-13,USA,ENGLISH,3.7,3723,2016-08-30,,,
tt0918940,The Legend of Tarzan,"('Action', 'Adventure', 'Drama', 'Fantasy', 'Romance')",PG-13,UK,ENGLISH,6.3,142654,2016-07-01,180.0,38.527856,126.643061
tt0995868,Pelé: Birth of a Legend,"('Biography', 'Drama', 'Sport')",,USA,ENGLISH,7.2,12791,2016-05-13,,0.007226,0.027312
tt1002563,The Young Messiah,"('Drama', 'Fantasy')",,USA,ENGLISH,5.6,2692,2016-03-11,18.5,3.294876,6.462576
tt1082807,The Belko Experiment,"('Action', 'Horror', 'Thriller')",,USA,ENGLISH,6.1,35239,2017-03-17,5.0,4.13723,10.164675
tt1124037,Free State of Jones,"('Action', 'Biography', 'Drama', 'History', 'War')",,USA,ENGLISH,6.9,40915,2016-06-24,50.0,7.772,20.758378
tt1136822,'79 Parts,"('Action', 'Comedy', 'Romance')",UNRATED,USA,ENGLISH,6.4,37,2019-10-16,,,
tt1148205,The Bronx Bull,"('Biography', 'Drama', 'Sport')",,USA,ENGLISH,5.0,398,2017-01-06,7.0,,
tt1179933,10 Cloverfield Lane,"('Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller')",PG-13,USA,ENGLISH,7.2,246302,2016-03-11,15.0,24.702752,71.897215
tt1183374,Pet,"('Horror', 'Thriller')",,SPAIN,ENGLISH,5.7,12796,2016-12-02,,,0.008004
tt1211837,Doctor Strange,"('Action', 'Adventure', 'Fantasy', 'Sci-Fi')",PG-13,USA,ENGLISH,7.5,452148,2016-11-04,165.0,85.058311,232.64192
tt1212428,The Lost City of Z,"('Adventure', 'Biography', 'Drama', 'History')",PG-13,USA,ENGLISH,6.6,61024,2017-04-21,30.0,0.112633,8.58041
tt1273219,The Last Film Festival,"('Comedy',)",,USA,ENGLISH,4.1,184,2016-09-16,0.65,7e-05,0.003506
tt1289401,Ghostbusters,"('Action', 'Comedy', 'Fantasy', 'Sci-Fi')",PG-13,USA,ENGLISH,5.3,176913,2016-07-15,144.0,46.018755,128.344089
tt1292566,How to Be Single,"('Comedy', 'Drama', 'Romance')",,USA,ENGLISH,6.1,70452,2016-02-12,38.0,18.75,46.813366
tt1330018,The Book of Love,"('Drama',)",PG-13,USA,ENGLISH,6.0,2948,2016-04-14,,,
tt1355631,The Infiltrator,"('Biography', 'Crime', 'Drama', 'Thriller')",,UK,ENGLISH,7.0,58236,2016-07-13,28.0,5.303775,15.42587
tt1355644,Passengers,"('Drama', 'Romance', 'Sci-Fi', 'Thriller')",PG-13,USA,ENGLISH,7.0,284870,2016-12-21,110.0,14.869736,100.014699
tt1366338,Lowriders,"('Adventure', 'Crime', 'Drama')",PG-13,USA,ENGLISH,5.6,1725,2017-05-12,5.0,2.403885,6.15565
tt1374989,Pride and Prejudice and Zombies,"('Action', 'Horror', 'Romance')",PG-13,USA,ENGLISH,5.8,43201,2016-02-05,28.0,5.32424,10.907291
tt1386697,Suicide Squad,"('Action', 'Adventure', 'Fantasy', 'Sci-Fi')",,USA,ENGLISH,6.1,496063,2016-08-05,175.0,133.682248,325.100054
tt1389139,When the Bough Breaks,"('Crime', 'Drama', 'Horror', 'Mystery', 'Romance', 'Thriller')",PG-13,USA,ENGLISH,5.0,4302,2016-09-09,10.0,14.202323,29.703843
tt1401621,A Boy Called Po,"('Drama', 'Fantasy')",,USA,ENGLISH,6.9,624,2017-09-01,1.693,,1.55
tt1411956,Sold,"('Drama',)",PG-13,ALBANIA,ENGLISH,6.8,1271,2016-04-01,,,
tt1431045,Deadpool,"('Action', 'Adventure', 'Comedy', 'Sci-Fi')",,USA,ENGLISH,8.0,766774,2016-02-12,58.0,135.05,363.070709
tt1468846,Get a Job,"('Comedy',)",,USA,ENGLISH,5.3,18400,2016-07-18,,,
tt1472584,Max Steel,"('Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi')",PG-13,UK,ENGLISH,4.6,15932,2016-10-14,10.0,2.182216,3.818664
tt1473832,Bridget Jones's Baby,"('Comedy', 'Drama', 'Romance')",,USA,ENGLISH,6.6,55811,2016-09-16,35.0,8.571785,24.25242
tt1480285,Abattoir,"('Horror', 'Mystery', 'Thriller')",,USA,ENGLISH,4.4,3236,2016-12-09,,,
tt1489889,Central Intelligence,"('Action', 'Comedy', 'Crime')",PG-13,USA,ENGLISH,6.3,126746,2016-06-17,50.0,35.53525,127.440871
tt1503790,The Holy Man,"('Action', 'Drama', 'Sport')",UNRATED,USA,ENGLISH,7.8,6,,0.07,,
tt1540011,Blair Witch,"('Horror', 'Thriller')",,CANADA,ENGLISH,5.0,34572,2016-09-16,5.0,9.576057,20.777061
tt1563740,One Fall,"('Drama',)",PG-13,USA,ENGLISH,5.2,192,2016-09-02,,,
tt1564777,Fallen,"('Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller')",PG-13,UK,ENGLISH,5.5,10441,2017-09-08,,,
tt1588878,The Late Bloomer,"('Comedy', 'Drama', 'Romance')",,USA,ENGLISH,5.2,5176,2016-10-07,3.5,,
tt1594972,Norm of the North,"('Animation', 'Adventure', 'Comedy', 'Family')",,USA,ENGLISH,3.6,7577,2016-01-15,7.0,6.675,17.017118
tt1608290,Zoolander 2,"('Comedy',)",PG-13,USA,ENGLISH,4.7,57500,2016-02-12,50.0,15.65,28.848693
tt1610525,Chuck,"('Biography', 'Drama', 'Sport')",,USA,ENGLISH,6.5,3827,2017-05-05,,0.034565,0.320725
tt1619029,Jackie,"('Biography', 'Drama', 'History')",,CHILE,ENGLISH,6.7,62069,2016-12-02,9.0,0.278715,13.958679
tt1620935,Bleed for This,"('Biography', 'Drama', 'Sport')",,USA,ENGLISH,6.8,19992,2016-11-18,6.0,2.36681,4.847865
tt1628841,Independence Day: Resurgence,"('Action', 'Adventure', 'Sci-Fi')",,USA,ENGLISH,5.2,148922,2016-06-24,165.0,41.039944,103.144286
tt1655461,Wild Oats,"('Action', 'Adventure', 'Comedy', 'Drama')",PG-13,USA,ENGLISH,5.6,2633,2016-09-16,10.0,0.021554,0.040598
