Code,Title,Genre,MPAA,Country,Language,Rating_User,Rating_Count,Release_Date,Budget,Sales_Opening,Sales_Gross
tt0035423,Kate & Leopold,"('Comedy', 'Fantasy', 'Romance')",PG-13,USA,ENGLISH,6.4,72125,2001-12-25,48.0,2.562448,47.121859
tt0118589,Glitter,"('Drama', 'Music', 'Romance')",PG-13,USA,ENGLISH,2.2,20468,2001-09-21,22.0,2.414596,4.273372
tt0118652,The Attic Expeditions,"('Comedy', 'Horror', 'Mystery', 'Thriller')",R,USA,ENGLISH,5.1,1525,2002-04-19,1.0,,
tt0120681,From Hell,"('Horror', 'Mystery', 'Thriller')",R,USA,ENGLISH,6.8,136437,2001-10-19,35.0,11.014818,31.602566
tt0120737,The Lord of the Rings: The Fellowship of the Ring,"('Adventure', 'Drama', 'Fantasy')",PG-13,NEW ZEALAND,ENGLISH,8.8,1443150,2001-12-19,93.0,66.114741,315.54475
tt0120807,Ricochet River,"('Drama',)",R,USA,ENGLISH,4.9,239,2001-10-23,,,
tt0120824,The Shipping News,"('Drama',)",R,USA,ENGLISH,6.8,30436,2002-01-18,35.0,0.318502,11.434216
tt0125022,Heartbreakers,"('Comedy', 'Crime', 'Romance')",PG-13,USA,ENGLISH,6.2,47758,2001-03-23,35.0,11.801323,40.336607
tt0126029,Shrek,"('Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy')",PG ,USA,ENGLISH,7.9,536368,2001-05-18,60.0,42.34776,267.665011
tt0126899,Eyes Are Upon You,"('Crime', 'Thriller')",UNRATED,USA,ENGLISH,2.8,76,2001-07-24,0.15,,
tt0132245,Driven,"('Action', 'Drama', 'Sport')",PG-13,USA,ENGLISH,4.6,36858,2001-04-27,94.0,12.174504,32.616869
tt0133152,Planet of the Apes,"('Action', 'Adventure', 'Sci-Fi', 'Thriller')",PG-13,USA,ENGLISH,5.7,197485,2001-07-27,100.0,68.53296,180.01174
tt0139654,Training Day,"('Crime', 'Drama', 'Thriller')",R,USA,ENGLISH,7.7,345276,2001-10-05,45.0,22.550788,76.631907
tt0141907,Town & Country,"('Comedy', 'Romance')",R,USA,ENGLISH,4.4,4413,2001-04-27,90.0,3.029858,6.719973
tt0146316,Lara Croft: Tomb Raider,"('Action', 'Adventure', 'Fantasy', 'Thriller')",PG-13,USA,ENGLISH,5.8,180286,2001-06-15,115.0,47.735743,131.144183
tt0148415,Little Shop of Erotica,,R,USA,ENGLISH,3.7,48,2001-08-25,,,
tt0150021,Camouflage,"('Action', 'Comedy')",R,USA,ENGLISH,4.6,1406,2005-03-14,,,
tt0157007,After Image,"('Drama', 'Thriller')",R,UK,ENGLISH,3.9,277,2003-05-16,1.2,,
tt0157583,Enigma,"('Drama', 'Mystery', 'Romance', 'Thriller', 'War')",R,UK,ENGLISH,6.4,18936,2002-06-07,,0.156587,4.298329
tt0159273,Behind Enemy Lines,"('Action', 'Drama', 'Thriller', 'War')",PG-13,USA,ENGLISH,6.4,93152,2001-11-30,40.0,18.736133,59.068786
tt0160275,Final Solution,"('Action', 'Drama')",R,USA,ENGLISH,7.1,148,2002-09-18,1.5,,
tt0160399,Impostor,"('Drama', 'Mystery', 'Sci-Fi', 'Thriller')",R,USA,ENGLISH,6.2,21357,2002-01-04,40.0,3.022523,6.114237
