Code,Title,Genre,MPAA,Country,Language,Rating_User,Rating_Count,Release_Date,Budget,Sales_Opening,Sales_Gross
tt0249516,Foodfight!,"('Animation', 'Action', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi')",,USA,ENGLISH,1.8,7552,2013-02-12,,,
tt0285252,Life's a Beach,"('Comedy',)",UNRATED,USA,ENGLISH,3.9,215,2012-05-22,4.0,,
tt0337692,On the Road,"('Adventure', 'Drama', 'Romance')",,FRANCE,ENGLISH,6.1,37105,2012-05-23,25.0,0.03955,0.717753
tt0383010,The Three Stooges,"('Comedy', 'Family')",,USA,ENGLISH,5.1,27784,2012-04-13,,17.010125,44.338224
tt0401729,John Carter,"('Action', 'Adventure', 'Sci-Fi')",PG-13,USA,ENGLISH,6.6,233053,2012-03-09,250.0,30.180188,73.0781
tt0404978,Gambit,"('Comedy', 'Crime')",PG-13,USA,ENGLISH,5.7,21509,2012-11-21,,,
tt0431021,The Possession,"('Horror', 'Thriller')",PG-13,USA,ENGLISH,5.9,52438,2012-08-31,14.0,17.73248,49.130154
tt0443272,Lincoln,"('Biography', 'Drama', 'History', 'War')",PG-13,USA,ENGLISH,7.4,222596,2012-11-16,65.0,0.944308,182.207973
tt0454876,Life of Pi,"('Adventure', 'Drama', 'Fantasy')",,USA,ENGLISH,7.9,513488,2012-11-21,120.0,22.451514,124.987023
tt0455323,Being Flynn,"('Drama',)",,USA,ENGLISH,6.4,15487,2012-04-19,,0.04399,0.526322
tt0485985,Red Tails,"('Action', 'Adventure', 'Drama', 'History', 'War')",PG-13,USA,ENGLISH,5.9,31142,2012-01-20,58.0,18.782154,49.876377
tt0495024,Bad Blood,"('Horror', 'Mystery', 'Romance', 'Thriller')",,USA,ENGLISH,5.6,73,2012-10-26,0.9,0.001872,0.003731
tt0763831,A Thousand Words,"('Comedy', 'Drama')",PG-13,USA,ENGLISH,5.9,35091,2012-03-09,40.0,6.17628,18.438149
tt0787442,The Attack,"('Drama', 'Mystery')",,LEBANON,ARABIC,7.1,3597,2013-05-29,,0.026352,1.71471
tt0790724,Jack Reacher,"('Action', 'Crime', 'Thriller')",PG-13,USA,ENGLISH,7.0,274088,2012-12-21,60.0,15.210156,80.070736
tt0811137,The Do-Deca-Pentathlon,"('Comedy',)",,USA,ENGLISH,5.9,1597,2015-10-31,,0.01,0.01
tt0829176,Gallowwalkers,"('Action', 'Horror', 'Thriller', 'Western')",,USA,ENGLISH,3.6,6597,2014-03-15,17.0,,
tt0835418,The Babymakers,"('Comedy',)",,USA,ENGLISH,5.0,7995,2012-08-24,,0.005215,0.005215
tt0837562,Hotel Transylvania,"('Animation', 'Comedy', 'Family', 'Fantasy')",,USA,ENGLISH,7.1,195479,2012-09-28,85.0,42.522194,148.313048
tt0848228,The Avengers,"('Action', 'Adventure', 'Sci-Fi')",PG-13,USA,ENGLISH,8.1,1127675,2012-05-04,220.0,207.438708,623.35791
tt0850677,Jack & Diane,"('Drama', 'Horror', 'Romance')",,USA,ENGLISH,4.5,2484,2012-04-20,,0.000294,0.001041
tt0857190,The Sweeney,"('Action', 'Crime', 'Drama')",,UK,ENGLISH,6.1,17816,2013-03-01,,0.020321,0.026345
tt0903624,The Hobbit: An Unexpected Journey,"('Adventure', 'Family', 'Fantasy')",PG-13,USA,ENGLISH,7.9,702819,2012-12-14,180.0,84.617303,303.003568
tt0926170,White Men Can't Dance,"('Drama', 'Family')",,USA,ENGLISH,4.2,44,2012-01-12,,,
tt0938305,Freaky Deaky,"('Comedy', 'Crime', 'Thriller')",,USA,ENGLISH,6.1,5995,2012-04-22,6.0,,
tt0938330,Silent Hill: Revelation,"('Horror',)",,CANADA,ENGLISH,5.0,55430,2012-10-26,20.0,8.023036,17.529157
tt0948470,The Amazing Spider-Man,"('Action', 'Adventure', 'Sci-Fi')",PG-13,USA,ENGLISH,7.0,508580,2012-07-03,230.0,62.004688,262.030663
tt0975645,Hitchcock,"('Biography', 'Drama')",PG-13,USA,ENGLISH,6.8,66731,2012-12-14,15.7,0.287715,6.008677
tt0980999,Four,"('Drama', 'Romance')",,USA,ENGLISH,5.8,391,2013-09-13,0.2,,
tt0983250,You're Nobody 'til Somebody Kills You,"('Horror', 'Thriller')",,USA,ENGLISH,3.1,177,2012-07-10,1.0,,
tt0995845,The Courier,"('Action', 'Crime', 'Drama', 'Mystery', 'Thriller')",,USA,ENGLISH,4.5,4162,2012-05-17,15.5,,
tt1024648,Argo,"('Biography', 'Drama', 'Thriller')",,USA,ENGLISH,7.7,518808,2012-10-12,44.5,19.458109,136.025503
tt1034314,Iron Sky,"('Action', 'Comedy', 'Sci-Fi')",,FINLAND,ENGLISH,5.9,85474,2012-04-04,,,
tt1045658,Silver Linings Playbook,"('Comedy', 'Drama', 'Romance')",,USA,ENGLISH,7.7,602649,2012-12-25,21.0,0.443003,132.092958
tt1047011,Unfinished Song,"('Comedy', 'Drama', 'Music', 'Romance')",PG-13,UK,ENGLISH,7.0,6531,2013-02-22,,0.025728,1.697294
tt1047540,Parental Guidance,"('Comedy', 'Family')",,USA,ENGLISH,6.1,23236,2012-12-25,25.0,14.8,77.267296
tt1059836,Transit,"('Action', 'Crime', 'Thriller')",,USA,ENGLISH,5.8,10065,2012-04-20,5.0,,
tt1071809,The Amazing Adventures of the Living Corpse,"('Animation', 'Action', 'Fantasy', 'Horror')",,USA,ENGLISH,3.7,211,2012-07-14,,,
tt1074638,Skyfall,"('Action', 'Adventure', 'Thriller')",PG-13,UK,ENGLISH,7.8,577492,2012-11-09,200.0,88.364714,304.360277
tt1077368,Dark Shadows,"('Comedy', 'Fantasy', 'Horror')",PG-13,USA,ENGLISH,6.2,222561,2012-05-11,150.0,29.685274,79.727149
tt1079360,The Girl from the Naked Eye,"('Action', 'Crime', 'Mystery', 'Romance', 'Thriller')",,USA,ENGLISH,4.9,1855,2012-06-15,1.1,0.010185,0.017401
tt1109574,Between Us,"('Drama',)",,USA,ENGLISH,4.6,914,2012-10-05,,,
tt1121986,Money Fight,"('Action', 'Drama')",PG-13,USA,ENGLISH,4.4,468,,5.0,,
tt1127883,The Girl,"('Drama', 'Mystery', 'Thriller')",PG-13,USA,SPANISH,6.2,1109,2013-12-06,,,
tt1132285,The Factory,"('Crime', 'Mystery', 'Thriller')",,FRANCE,ENGLISH,5.8,9820,2013-06-01,25.0,,
tt1132449,Lay the Favorite,"('Comedy', 'Drama', 'Romance')",,USA,ENGLISH,4.8,10185,2012-06-22,26.35,0.020998,0.020998
tt1142977,Frankenweenie,"('Animation', 'Comedy', 'Family', 'Horror', 'Sci-Fi')",,USA,ENGLISH,7.0,85848,2012-10-05,39.0,11.412213,35.291068
tt1159922,Cheerful Weather for the Wedding,"('Comedy', 'Drama', 'Romance')",,UK,ENGLISH,5.6,2007,2012-08-16,,0.000727,0.001949
tt1164982,The Message,"('Thriller',)",UNRATED,USA,ENGLISH,7.0,34,2012-04-26,,,
tt1172587,Delhi Safari,"('Animation', 'Comedy', 'Drama')",,INDIA,HINDI,5.7,1419,2012-12-07,15.0,,
